a,b,c,ground truth lat,ground truth lon,camera lat,camera lon
12,69,70,32.703184333,-117.233728,,
11,68,68,32.703184333,-117.233728,,
17,68,70,32.703184333,-117.233728,,
15,66,67,32.703184333,-117.233728,,
14,65,66,32.703184333,-117.233728,,
17,69,71,32.703184333,-117.233728,,
11,71,71,32.703184333,-117.233728,,
17,75,76,32.703184333,-117.233728,,
17,75,76,32.703184333,-117.233728,,
14,74,75,32.703184333,-117.233728,,
17,75,76,32.703195833,-117.233748167,,
17,75,76,32.703195833,-117.233748167,,
18,74,76,32.703195833,-117.233748167,,
20,81,83,32.703195833,-117.233748167,,
17,75,76,32.703195833,-117.233748167,,
17,81,82,32.703195833,-117.233748167,,
18,81,82,32.703195833,-117.233748167,,
17,81,82,32.703195833,-117.233748167,,
11,80,80,32.703195833,-117.233748167,,
15,80,81,32.703195833,-117.233748167,,
15,78,79,32.703195833,-117.233748167,,
17,87,88,32.703195833,-117.233748167,,
17,83,84,32.703195833,-117.233748167,,
14,87,88,32.703195833,-117.233748167,,
14,90,91,32.703195833,-117.233748167,,
